@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute inputs-9 numeric
@attribute inputs-10 numeric
@attribute inputs-11 numeric
@attribute inputs-12 numeric
@attribute inputs-13 numeric
@attribute inputs-14 numeric
@attribute inputs-15 numeric
@attribute inputs-16 numeric
@attribute inputs-17 numeric
@attribute inputs-18 numeric
@attribute inputs-19 numeric
@attribute inputs-20 numeric
@attribute inputs-21 numeric
@attribute inputs-22 numeric
@attribute inputs-23 numeric
@attribute inputs-24 numeric
@attribute inputs-25 numeric
@attribute inputs-26 numeric
@attribute inputs-27 numeric
@attribute inputs-28 numeric
@attribute inputs-29 numeric
@attribute inputs-30 numeric
@attribute inputs-31 numeric
@attribute inputs-32 numeric
@attribute inputs-33 numeric
@attribute outputs-1 {0,1,2,3,4,5}

@data
11236,'2024/02/26 17:13:37:059',9,0.744054,0.066904,0.815469,0.801066,0.79835,0.817245,0.852661,0.877025,0.892861,0.690864,0.792297,0.655642,0.822761,0.644882,0.645789,0.663796,0.559889,0.534305,0.576574,0.529908,0.562054,0.459479,0.516222,0.502457,0.476184,0.467104,0.454322,0.692042,0.618997,0,0,0,0,1
11237,'2024/02/26 17:13:37:071',9,0.741461,0.063834,0.814725,0.805823,0.799299,0.823029,0.846319,0.884595,0.880673,0.703731,0.790267,0.663068,0.817596,0.651263,0.651112,0.65565,0.551145,0.509674,0.57159,0.540318,0.556382,0.452572,0.507126,0.505796,0.464156,0.46493,0.45414,0.692137,0.625533,0,0,0,0,1
11238,'2024/02/26 17:13:37:083',9,0.737568,0.061584,0.813066,0.810638,0.795784,0.825279,0.84253,0.867472,0.888819,0.73915,0.781048,0.629299,0.813448,0.653017,0.651058,0.645854,0.55067,0.521033,0.563729,0.529307,0.557026,0.442943,0.505297,0.502676,0.462091,0.462246,0.451223,0,0,0,0,0,0,1
11239,'2024/02/26 17:13:37:094',9,0.731367,0.061745,0.814839,0.816284,0.787108,0.812499,0.846044,0.874381,0.876426,0.743511,0.755391,0.614693,0.806795,0.643946,0.637385,0.629989,0.547607,0.493073,0.562135,0.530365,0.546823,0.444091,0.500905,0.494953,0.459175,0.456362,0.444983,0,0,0,0,0,0,1
11240,'2024/02/26 17:13:37:106',9,0.718636,0.060726,0.815896,0.819594,0.782497,0.793855,0.850722,0.856881,0.873852,0.752216,0.715029,0.603187,0.800237,0.614517,0.622667,0.612415,0.535231,0.494292,0.55281,0.514926,0.541085,0.426406,0.494894,0.485886,0.452885,0.448188,0.436579,0,0,0,0,0,0,1
11241,'2024/02/26 17:13:37:118',9,0.710309,0.060014,0.811487,0.819871,0.756411,0.778823,0.833129,0.845624,0.858651,0.735106,0.667711,0.586855,0.790095,0.545718,0.604554,0.608334,0.526812,0.460366,0.540645,0.503312,0.526991,0.414723,0.48175,0.472182,0.439857,0.434446,0.422685,0,0,0,0,0,0,1
11242,'2024/02/26 17:13:37:129',9,0.69396,0.061901,0.776314,0.816334,0.682091,0.800185,0.791668,0.841332,0.857372,0.648272,0.574346,0.552729,0.774517,0.49005,0.600287,0.615438,0.509377,0.449517,0.534517,0.494901,0.520043,0.405473,0.472529,0.46526,0.430254,0.426627,0.415204,0,0,0,0,0,0,1
11243,'2024/02/26 17:13:37:141',9,0.664509,0.063489,0.674661,0.811064,0.697167,0.792498,0.723217,0.816791,0.847318,0.649883,0.522326,0.568697,0.742978,0.527542,0.562004,0.596721,0.483902,0.454672,0.516575,0.4695,0.504728,0.394361,0.453432,0.447782,0.411637,0.408625,0.397496,0,0,0,0,0,0,1
11244,'2024/02/26 17:13:37:153',9,0.632952,0.055529,0.684658,0.803941,0.671967,0.777175,0.656573,0.760562,0.815228,0.629382,0.497089,0.511873,0.670388,0.478076,0.481054,0.525022,0.442858,0.438466,0.471224,0.425015,0.468207,0.345022,0.414722,0.4085,0.372724,0.369399,0.358433,0,0,0,0,0,0,1
11245,'2024/02/26 17:13:37:164',9,0.618997,0.044539,0.674222,0.795354,0.657875,0.757886,0.615565,0.678007,0.757991,0.536552,0.43624,0.414225,0.544278,0.361779,0.435735,0.406576,0.368474,0.400471,0.413917,0.389299,0.411542,0.291787,0.358253,0.356829,0.315279,0.31702,0.305218,0,0,0,0,0,0,1
11246,'2024/02/26 17:13:37:176',9,0.617749,0.03655,0.660087,0.791414,0.643934,0.748329,0.606219,0.612576,0.675502,0.462707,0.382365,0.394083,0.384391,0.332826,0.363139,0.298139,0.301682,0.33259,0.384099,0.375808,0.340532,0.239789,0.305139,0.321082,0.262502,0.277855,0.264816,0.510541,0.548611,0,0,0,0,1
11247,'2024/02/26 17:13:37:187',9,0.619124,0.033911,0.654074,0.792232,0.633744,0.745472,0.597993,0.596968,0.5678,0.411986,0.374552,0.309445,0.303261,0.34146,0.349228,0.276672,0.268404,0.301251,0.388577,0.374088,0.278328,0.234481,0.289132,0.310884,0.249022,0.266004,0.256791,0.416431,0.623917,0,0,0,0,1
11248,'2024/02/26 17:13:37:199',9,0.621083,0.035635,0.610689,0.79454,0.640192,0.745139,0.586991,0.59029,0.516607,0.402268,0.374034,0.281655,0.297771,0.329972,0.308978,0.296489,0.281691,0.287754,0.385317,0.368831,0.269031,0.234069,0.295452,0.310849,0.255289,0.269953,0.257429,0.415388,0.604282,0,0,0,0,1
11249,'2024/02/26 17:13:37:210',9,0.62233,0.035438,0.592493,0.797245,0.642316,0.744542,0.57217,0.567854,0.503336,0.391565,0.359656,0.315941,0.302937,0.314032,0.299231,0.304367,0.292803,0.27891,0.390974,0.372507,0.26257,0.227186,0.29037,0.31279,0.249962,0.271663,0.258698,0.415254,0.605609,0,0,0,0,1
11250,'2024/02/26 17:13:37:222',9,0.618661,0.032787,0.634741,0.798784,0.645388,0.743478,0.55083,0.546051,0.533103,0.420463,0.397867,0.362287,0.325016,0.331299,0.309016,0.309462,0.28704,0.274254,0.383428,0.376492,0.255951,0.210536,0.289446,0.313605,0.248272,0.270671,0.257275,0.416084,0.623273,0,0,0,0,1
11251,'2024/02/26 17:13:37:233',9,0.607594,0.033733,0.629984,0.795406,0.658707,0.736545,0.589552,0.556505,0.53569,0.467918,0.456082,0.442632,0.379389,0.338883,0.319508,0.307408,0.296237,0.28782,0.372801,0.368782,0.259642,0.21928,0.28904,0.310338,0.248313,0.267756,0.255329,0,0,0,0,0,0,1
11252,'2024/02/26 17:13:37:246',9,0.592188,0.035905,0.597346,0.785085,0.663236,0.718379,0.611104,0.556595,0.510567,0.486986,0.470718,0.488207,0.456144,0.329232,0.331728,0.322018,0.284736,0.275597,0.366111,0.360213,0.270162,0.206026,0.275384,0.29912,0.232203,0.257841,0.246613,0.421348,0.538781,0,0,0,0,1
11253,'2024/02/26 17:13:37:257',9,0.6843,0.045219,0.555473,0.76882,0.650059,0.684963,0.649227,0.652399,0.607351,0.51553,0.579573,0.560532,0.487751,0.414193,0.398659,0.432513,0.397521,0.311982,0.376708,0.357421,0.329395,0.244929,0.279687,0.298616,0.238215,0.255487,0.246321,0.408594,0.544237,0,0,0,0,1
11254,'2024/02/26 17:13:37:268',9,0.745399,0.064917,0.608361,0.746799,0.621504,0.708807,0.83307,0.831816,0.780173,0.691894,0.744285,0.704906,0.669002,0.581218,0.499736,0.586603,0.552755,0.465613,0.512641,0.504733,0.487225,0.386901,0.434952,0.440831,0.390158,0.397083,0.387317,0.568836,0.658328,0.37825,0.577016,0,0,1
11255,'2024/02/26 17:13:37:280',9,0.759131,0.062345,0.744042,0.765347,0.668031,0.750463,0.903287,0.885021,0.84773,0.759774,0.789643,0.70796,0.753079,0.634395,0.48609,0.615332,0.588655,0.509043,0.563598,0.567195,0.531167,0.422827,0.494944,0.498799,0.449111,0.45544,0.445604,0,0,0.418292,0.744197,0,0,1
11256,'2024/02/26 17:13:37:292',9,0.760534,0.055476,0.811428,0.824754,0.753032,0.803857,0.912405,0.895403,0.87542,0.72443,0.781955,0.631089,0.76437,0.650666,0.506434,0.564237,0.530069,0.50262,0.572167,0.572393,0.540405,0.426965,0.508524,0.510246,0.462846,0.467959,0.458072,0,0,0.41609,0.729169,0,0,1
11257,'2024/02/26 17:13:37:303',9,0.762676,0.056874,0.819584,0.842673,0.741018,0.800348,0.916952,0.892395,0.872765,0.685451,0.777158,0.621694,0.761016,0.653913,0.524167,0.557221,0.492206,0.49711,0.576216,0.561583,0.533208,0.44211,0.514176,0.502174,0.472764,0.465832,0.454094,0,0,0,0,0,0,1
11258,'2024/02/26 17:13:37:315',9,0.760689,0.058226,0.814059,0.839617,0.733004,0.793596,0.916669,0.896524,0.882616,0.657698,0.76913,0.590925,0.752765,0.656502,0.517837,0.554209,0.497287,0.506513,0.583189,0.559793,0.535034,0.452834,0.521024,0.498015,0.481363,0.467187,0.453352,0,0,0,0,0,0,1
11259,'2024/02/26 17:13:37:326',9,0.761488,0.056482,0.811172,0.835547,0.73402,0.799432,0.916911,0.895369,0.874062,0.64217,0.760147,0.597005,0.746888,0.661412,0.511426,0.548602,0.48305,0.47297,0.579838,0.564247,0.5307,0.440627,0.512312,0.502635,0.470138,0.464609,0.452425,0,0,0,0,0,0,1
11260,'2024/02/26 17:13:37:339',9,0.758079,0.052361,0.812613,0.840543,0.734194,0.793529,0.914578,0.895523,0.883888,0.613302,0.742022,0.560315,0.733386,0.659076,0.511138,0.546031,0.472206,0.483861,0.577914,0.566246,0.542126,0.420648,0.505303,0.512474,0.457358,0.467863,0.458111,0,0,0,0,0,0,1
11261,'2024/02/26 17:13:37:350',9,0.745974,0.051557,0.812375,0.843197,0.712286,0.763792,0.904664,0.899588,0.880752,0.56065,0.716139,0.579047,0.716988,0.647428,0.507122,0.541127,0.456011,0.460413,0.576413,0.563113,0.53737,0.41484,0.502296,0.510114,0.454627,0.465749,0.456453,0,0,0,0,0,0,1
11262,'2024/02/26 17:13:37:362',9,0.721953,0.056406,0.783055,0.833105,0.678213,0.758441,0.874676,0.893218,0.880264,0.511444,0.670816,0.557629,0.68719,0.601983,0.50469,0.534127,0.43973,0.473001,0.570295,0.547182,0.530577,0.420791,0.500321,0.494863,0.457306,0.455682,0.44521,0,0,0,0,0,0,1
11263,'2024/02/26 17:13:37:373',9,0.679739,0.059732,0.700631,0.818877,0.662333,0.744705,0.83149,0.865923,0.867888,0.553169,0.599462,0.553036,0.627782,0.55992,0.478483,0.509785,0.411148,0.480986,0.547083,0.512357,0.515399,0.410214,0.482815,0.466378,0.442496,0.432279,0.420243,0,0,0,0,0,0,1
11264,'2024/02/26 17:13:37:385',9,0.629919,0.052712,0.691988,0.81768,0.697471,0.735139,0.786674,0.804048,0.822326,0.531882,0.502403,0.487709,0.578926,0.500759,0.422159,0.457322,0.382187,0.45555,0.495311,0.455629,0.471766,0.358069,0.432568,0.416302,0.392627,0.382237,0.369933,0,0,0,0,0,0,1
11265,'2024/02/26 17:13:37:396',9,0.606721,0.043648,0.654424,0.801583,0.668985,0.703766,0.715671,0.69498,0.735058,0.471045,0.4425,0.432416,0.488016,0.41264,0.382178,0.35433,0.315692,0.383155,0.40872,0.387284,0.391271,0.270551,0.346596,0.34234,0.305539,0.305337,0.292478,0.412165,0.482595,0,0,0,0,1
11266,'2024/02/26 17:13:37:408',9,0.59129,0.038833,0.63271,0.782285,0.658687,0.670995,0.69172,0.693834,0.618473,0.401727,0.40825,0.381887,0.437112,0.387035,0.336488,0.289743,0.296476,0.296553,0.37909,0.370633,0.314462,0.230298,0.30164,0.307194,0.262981,0.268556,0.255635,0.422103,0.529022,0,0,0,0,1
11267,'2024/02/26 17:13:37:419',9,0.581773,0.038323,0.615297,0.76946,0.643092,0.637014,0.651961,0.67233,0.509928,0.363633,0.366433,0.327692,0.37267,0.361546,0.30757,0.286256,0.291657,0.282317,0.358713,0.348403,0.279132,0.215071,0.272383,0.288083,0.235428,0.247391,0.237138,0.419404,0.49364,0,0,0,0,1
11268,'2024/02/26 17:13:37:431',9,0.579409,0.035581,0.634859,0.762379,0.610355,0.612937,0.604524,0.628033,0.468594,0.369034,0.342748,0.299421,0.339827,0.361244,0.314961,0.286817,0.290506,0.300458,0.34187,0.3295,0.254724,0.199232,0.237091,0.2732,0.200476,0.234594,0.220636,0,0,0,0,0,0,1
11269,'2024/02/26 17:13:37:443',9,0.580467,0.033692,0.630292,0.760775,0.604186,0.602042,0.580837,0.602135,0.459223,0.345569,0.341079,0.263237,0.340377,0.356585,0.293646,0.294945,0.277911,0.298995,0.334327,0.321742,0.237163,0.197907,0.222202,0.266626,0.188508,0.228178,0.211867,0.416495,0.53582,0,0,0,0,1
11270,'2024/02/26 17:13:37:454',9,0.582638,0.036735,0.579783,0.762759,0.600526,0.595334,0.576142,0.582956,0.438546,0.305546,0.31544,0.289761,0.320379,0.360096,0.306,0.295354,0.274105,0.306205,0.332346,0.31952,0.239469,0.191271,0.220348,0.267795,0.194362,0.227922,0.216196,0.415997,0.545665,0,0,0,0,1
11271,'2024/02/26 17:13:37:466',9,0.579732,0.037784,0.567941,0.765139,0.613111,0.590093,0.553289,0.555449,0.425142,0.340773,0.296799,0.306067,0.275974,0.323047,0.300304,0.307814,0.269011,0.314619,0.335701,0.323979,0.229401,0.169168,0.217887,0.26793,0.192308,0.227922,0.220121,0.414755,0.545426,0,0,0,0,1
11272,'2024/02/26 17:13:37:478',9,0.563221,0.036041,0.584908,0.762047,0.626534,0.579596,0.511271,0.516605,0.420533,0.304653,0.309443,0.330397,0.29872,0.3266,0.31221,0.323127,0.253583,0.300608,0.331395,0.319538,0.233385,0.170497,0.213641,0.265097,0.184266,0.223383,0.216465,0,0,0,0,0,0,1
11273,'2024/02/26 17:13:37:489',9,0.636843,0.044533,0.545636,0.743757,0.621734,0.550473,0.591701,0.60947,0.577289,0.507436,0.515193,0.480933,0.380636,0.430814,0.394653,0.383561,0.329843,0.322638,0.342199,0.339143,0.266988,0.209873,0.232493,0.261053,0.200606,0.221126,0.213958,0,0,0,0,0,0,1
11274,'2024/02/26 17:13:37:501',9,0.689324,0.063889,0.619219,0.719619,0.601929,0.633714,0.79955,0.768548,0.727949,0.636647,0.656028,0.654322,0.531278,0.59027,0.535817,0.52896,0.485689,0.449555,0.478694,0.475384,0.422699,0.350539,0.38089,0.385376,0.342044,0.343917,0.333554,0.466561,0.59155,0,0,0,0,1
11275,'2024/02/26 17:13:37:512',9,0.701595,0.062009,0.724661,0.750185,0.673674,0.773633,0.85982,0.792074,0.740421,0.650399,0.688813,0.756452,0.621143,0.623255,0.599647,0.556011,0.560002,0.477047,0.532628,0.502576,0.473544,0.392713,0.436499,0.438036,0.394296,0.39669,0.386235,0.411673,0.695209,0,0,0,0,1
11276,'2024/02/26 17:13:37:524',9,0.706455,0.055132,0.777157,0.805735,0.769174,0.798665,0.864758,0.787293,0.745136,0.656648,0.678385,0.7836,0.587007,0.590176,0.606328,0.486026,0.557605,0.498606,0.537849,0.503074,0.484762,0.396561,0.45414,0.446371,0.411413,0.40814,0.396335,0.415942,0.651196,0,0,0,0,1
11277,'2024/02/26 17:13:37:535',9,0.70318,0.052588,0.775448,0.836735,0.78337,0.795168,0.861461,0.802583,0.752294,0.682287,0.629952,0.785936,0.472769,0.576954,0.606381,0.434127,0.541236,0.500571,0.531321,0.501218,0.486864,0.390719,0.454257,0.449392,0.411501,0.409822,0.398376,0.412811,0.578472,0.454811,0.651112,0,0,1
11278,'2024/02/26 17:13:37:547',9,0.699308,0.052501,0.77908,0.836921,0.783931,0.796836,0.854136,0.797305,0.738337,0.687047,0.629094,0.788046,0.459368,0.561646,0.606098,0.445127,0.532147,0.500358,0.511687,0.493948,0.486549,0.385675,0.452592,0.445207,0.41037,0.406781,0.395084,0,0,0.46227,0.705392,0,0,1
11279,'2024/02/26 17:13:37:558',9,0.697196,0.05254,0.779455,0.835762,0.78755,0.778196,0.847792,0.787564,0.746664,0.694944,0.628888,0.791246,0.471525,0.547367,0.601202,0.423882,0.520143,0.504227,0.497738,0.488457,0.491482,0.382058,0.449095,0.446016,0.405162,0.405753,0.394376,0,0,0,0,0,0,1
11280,'2024/02/26 17:13:37:570',9,0.695004,0.053448,0.780885,0.843029,0.783316,0.758271,0.837376,0.787022,0.733479,0.694772,0.607579,0.794357,0.462224,0.539663,0.600759,0.414178,0.507632,0.508498,0.499865,0.480704,0.491212,0.384697,0.449883,0.441045,0.408453,0.403549,0.391414,0,0,0,0,0,0,1
11281,'2024/02/26 17:13:37:582',9,0.689163,0.051089,0.788282,0.849328,0.777056,0.760367,0.820672,0.777601,0.711204,0.680673,0.578584,0.795511,0.470496,0.533732,0.605584,0.418916,0.501641,0.507423,0.502328,0.471563,0.49292,0.377423,0.443514,0.439985,0.401021,0.400308,0.389062,0,0,0,0,0,0,1
11282,'2024/02/26 17:13:37:594',9,0.677991,0.052699,0.787166,0.846833,0.754342,0.753511,0.796931,0.774562,0.708666,0.69539,0.551894,0.796758,0.470932,0.49932,0.609307,0.411874,0.499945,0.508632,0.480845,0.458784,0.493282,0.375302,0.442864,0.436344,0.40058,0.397635,0.385826,0,0,0,0,0,0,1
11283,'2024/02/26 17:13:37:605',9,0.655302,0.054669,0.768138,0.83951,0.679282,0.741468,0.765199,0.76585,0.676485,0.69241,0.537936,0.792075,0.541863,0.45488,0.60317,0.393513,0.49068,0.500165,0.446978,0.44356,0.488361,0.36806,0.433499,0.431634,0.390961,0.391085,0.379972,0,0,0,0,0,0,1
11284,'2024/02/26 17:13:37:617',9,0.63413,0.056525,0.691218,0.821003,0.670288,0.721115,0.723579,0.752055,0.636573,0.650402,0.546602,0.767732,0.513337,0.444952,0.569438,0.36362,0.454194,0.473946,0.418193,0.424917,0.46204,0.343688,0.411848,0.405208,0.370868,0.366743,0.3552,0,0,0,0,0,0,1
11285,'2024/02/26 17:13:37:628',9,0.617099,0.052637,0.623098,0.8059,0.625385,0.689942,0.684723,0.730622,0.57268,0.608775,0.509569,0.731487,0.494045,0.393215,0.521168,0.313221,0.401024,0.437694,0.406533,0.402318,0.42795,0.303538,0.374654,0.375396,0.33146,0.33378,0.323865,0,0,0,0,0,0,1
11286,'2024/02/26 17:13:37:640',9,0.599059,0.045583,0.675176,0.792622,0.643132,0.677743,0.642934,0.700385,0.548699,0.540231,0.45876,0.687762,0.520513,0.397837,0.457,0.313735,0.374699,0.393897,0.397031,0.374019,0.386375,0.259845,0.337279,0.338338,0.295896,0.29742,0.287448,0,0,0,0,0,0,1
11287,'2024/02/26 17:13:37:652',9,0.587057,0.041306,0.656622,0.777359,0.58403,0.678023,0.631476,0.654218,0.515756,0.494168,0.451005,0.626699,0.461259,0.319779,0.376508,0.29863,0.339776,0.333993,0.364109,0.354345,0.32623,0.217222,0.290621,0.299798,0.251976,0.259155,0.249308,0,0,0,0,0,0,1
11288,'2024/02/26 17:13:37:663',9,0.579872,0.036458,0.636737,0.765795,0.559868,0.683763,0.619493,0.594865,0.508162,0.500958,0.42966,0.536634,0.426087,0.299033,0.29584,0.267589,0.300107,0.28766,0.34637,0.339812,0.258825,0.202858,0.254256,0.278872,0.218671,0.234995,0.227419,0.433935,0.516245,0,0,0,0,1
11289,'2024/02/26 17:13:37:675',9,0.57656,0.038843,0.618123,0.757496,0.527101,0.691046,0.599429,0.537787,0.49656,0.504019,0.424854,0.554312,0.422717,0.307354,0.280475,0.28122,0.300716,0.314187,0.345368,0.327495,0.269544,0.196876,0.2551,0.274713,0.223283,0.233951,0.226643,0.37712,0.531579,0,0,0,0,1
11290,'2024/02/26 17:13:37:687',9,0.566509,0.039403,0.589675,0.754796,0.513015,0.686624,0.589648,0.502482,0.47312,0.502122,0.379821,0.546239,0.409024,0.304892,0.290606,0.294589,0.305303,0.310897,0.341841,0.321142,0.260897,0.205874,0.247497,0.27086,0.216818,0.229484,0.221896,0.378247,0.526265,0,0,0,0,1
11291,'2024/02/26 17:13:37:698',9,0.549698,0.040653,0.551672,0.746457,0.551766,0.660979,0.594876,0.436405,0.404457,0.4892,0.37422,0.507807,0.376814,0.294718,0.299326,0.304782,0.314394,0.285039,0.329855,0.316565,0.243196,0.188719,0.225475,0.257605,0.200094,0.214786,0.215189,0.380251,0.457484,0.415853,0.539634,0.43275,0.492729,1
11292,'2024/02/26 17:13:37:710',9,0.543581,0.04111,0.561302,0.731639,0.54608,0.598761,0.571165,0.408009,0.418101,0.4476,0.386015,0.432657,0.334086,0.321742,0.266165,0.291186,0.318666,0.289183,0.316074,0.278855,0.218977,0.181004,0.18657,0.237575,0.183871,0.19774,0.197636,0,0,0,0,0,0,1
11293,'2024/02/26 17:13:37:721',9,0.604296,0.039442,0.619061,0.725065,0.537635,0.550047,0.499206,0.4141,0.47804,0.433377,0.395506,0.424,0.396385,0.34583,0.263613,0.289646,0.27178,0.295959,0.299786,0.274816,0.227929,0.172062,0.168492,0.228652,0.173209,0.191259,0.193718,0,0,0,0,0,0,1
11294,'2024/02/26 17:13:37:733',9,0.647568,0.03704,0.742461,0.77177,0.684779,0.646463,0.618859,0.573141,0.617955,0.560775,0.557306,0.600957,0.582478,0.490899,0.378678,0.418135,0.365652,0.387297,0.396404,0.36243,0.360268,0.252134,0.285162,0.288952,0.244306,0.253243,0.241932,0,0,0,0,0,0,1
11295,'2024/02/26 17:13:37:744',9,0.657893,0.041872,0.791086,0.799302,0.761885,0.747974,0.669998,0.611901,0.639452,0.60262,0.606863,0.698328,0.639205,0.539066,0.447275,0.483952,0.433557,0.448598,0.445945,0.409577,0.413967,0.312484,0.365118,0.352353,0.323234,0.319502,0.305307,0,0,0,0,0,0,1
11296,'2024/02/26 17:13:37:756',9,0.663101,0.042744,0.791831,0.80994,0.75619,0.784647,0.678524,0.639466,0.587039,0.569863,0.549598,0.731374,0.583992,0.498025,0.455316,0.48584,0.410443,0.454608,0.470033,0.415723,0.428747,0.316431,0.382805,0.377507,0.340801,0.33811,0.326494,0,0,0,0,0,0,1
11297,'2024/02/26 17:13:37:768',9,0.664752,0.040067,0.791422,0.821493,0.748265,0.788229,0.680424,0.633161,0.576543,0.57897,0.441608,0.733094,0.442788,0.494906,0.457954,0.388445,0.368698,0.448714,0.46069,0.431849,0.43077,0.286994,0.380623,0.384998,0.334466,0.342164,0.331302,0,0,0,0,0,0,1
11298,'2024/02/26 17:13:37:780',9,0.658039,0.039671,0.793213,0.821479,0.763085,0.790029,0.679949,0.626264,0.586183,0.58262,0.447964,0.731869,0.471241,0.462515,0.456529,0.363449,0.375471,0.446812,0.447685,0.429795,0.427527,0.297741,0.382363,0.380765,0.338591,0.340921,0.329346,0,0,0,0,0,0,1
11299,'2024/02/26 17:13:37:791',9,0.639764,0.037864,0.79955,0.812095,0.740423,0.776873,0.689399,0.60594,0.550916,0.559866,0.398588,0.725586,0.462559,0.385895,0.459724,0.313431,0.379422,0.437615,0.420189,0.41127,0.421507,0.289023,0.372354,0.374013,0.328636,0.33234,0.321632,0,0,0,0,0,0,1
11300,'2024/02/26 17:13:37:803',9,0.599624,0.03606,0.789589,0.796528,0.699728,0.734646,0.659842,0.592776,0.466878,0.491111,0.42352,0.700669,0.46387,0.380871,0.42772,0.313509,0.389018,0.40774,0.398197,0.377054,0.394382,0.268596,0.349199,0.344599,0.309537,0.305747,0.294774,0,0,0,0,0,0,1
11301,'2024/02/26 17:13:37:814',9,0.567687,0.036025,0.761779,0.737825,0.662847,0.70988,0.613005,0.562009,0.407565,0.42722,0.40175,0.647107,0.411532,0.369407,0.375362,0.280654,0.348749,0.348466,0.357966,0.341526,0.342358,0.236915,0.304675,0.298234,0.264742,0.263226,0.251908,0,0,0,0,0,0,1
11302,'2024/02/26 17:13:37:826',9,0.544317,0.036651,0.729546,0.693443,0.62392,0.701657,0.557992,0.506855,0.365025,0.372046,0.402742,0.571893,0.408255,0.3281,0.323466,0.291811,0.299747,0.284956,0.337141,0.322357,0.275906,0.213243,0.261818,0.261281,0.220635,0.226004,0.22302,0,0,0,0,0,0,1
11303,'2024/02/26 17:13:37:837',9,0.54182,0.042183,0.700045,0.634301,0.56418,0.701455,0.561554,0.453065,0.394911,0.354708,0.346901,0.481906,0.36693,0.321959,0.301804,0.285448,0.267925,0.279808,0.33249,0.322233,0.222616,0.196225,0.24955,0.244196,0.213206,0.209584,0.210847,0,0,0,0,0,0,1
11304,'2024/02/26 17:13:37:849',9,0.543419,0.044752,0.693064,0.636516,0.508137,0.702661,0.56226,0.384485,0.363025,0.369871,0.29625,0.356315,0.341258,0.344922,0.325651,0.291844,0.261895,0.279893,0.339042,0.323034,0.21299,0.196803,0.251593,0.241179,0.218931,0.212795,0.214688,0,0,0,0,0,0,1
11305,'2024/02/26 17:13:37:860',9,0.63073,0.055413,0.685743,0.645183,0.590189,0.703264,0.587029,0.580771,0.568792,0.555072,0.525603,0.485816,0.551451,0.501384,0.484961,0.3924,0.365619,0.335992,0.375592,0.384767,0.29776,0.281334,0.276709,0.266009,0.241304,0.232132,0.228586,0,0,0,0,0,0,1
11306,'2024/02/26 17:13:37:872',9,0.692371,0.070773,0.644498,0.722666,0.74939,0.749823,0.779393,0.711306,0.693806,0.679378,0.675138,0.595309,0.695648,0.665482,0.606619,0.49922,0.48836,0.492739,0.515585,0.519675,0.436719,0.412182,0.399483,0.379027,0.372226,0.352149,0.337673,0,0,0,0,0,0,1
11307,'2024/02/26 17:13:37:884',9,0.69957,0.057604,0.734306,0.752481,0.79786,0.8413,0.843765,0.738103,0.679207,0.704992,0.728686,0.599696,0.691416,0.714502,0.590649,0.495895,0.527101,0.528692,0.568851,0.523736,0.446275,0.448406,0.437137,0.417277,0.411006,0.391509,0.379039,0,0,0,0,0,0,1
11308,'2024/02/26 17:13:37:895',9,0.710141,0.049661,0.806725,0.783649,0.817829,0.82179,0.854226,0.73657,0.658719,0.710629,0.746743,0.58133,0.592908,0.721059,0.567974,0.478916,0.506637,0.504213,0.571472,0.48461,0.442615,0.452801,0.437684,0.424628,0.411596,0.395115,0.383069,0,0,0,0,0,0,1
11309,'2024/02/26 17:13:37:907',9,0.726364,0.047264,0.795725,0.826593,0.841666,0.835342,0.854751,0.721324,0.666894,0.716685,0.757709,0.597175,0.573018,0.727225,0.533491,0.467452,0.486284,0.508095,0.566175,0.497226,0.45409,0.456808,0.436811,0.434592,0.41138,0.401225,0.38962,0,0,0,0,0,0,1
11310,'2024/02/26 17:13:37:919',9,0.736668,0.045445,0.790212,0.829448,0.838408,0.887297,0.851315,0.710112,0.654893,0.720354,0.763906,0.600032,0.528518,0.714837,0.535229,0.447751,0.477963,0.48849,0.558381,0.516254,0.462933,0.444039,0.446963,0.450204,0.410885,0.410957,0.400448,0,0,0,0,0,0,1
11311,'2024/02/26 17:13:37:930',9,0.715992,0.044575,0.782749,0.829635,0.849961,0.902995,0.851324,0.706767,0.678751,0.726012,0.766706,0.611154,0.556275,0.713997,0.51341,0.444188,0.465656,0.486933,0.558093,0.516842,0.46489,0.449308,0.461854,0.453117,0.426835,0.418931,0.406633,0,0,0,0,0,0,1
11312,'2024/02/26 17:13:37:942',9,0.708755,0.044885,0.786791,0.831163,0.836787,0.862417,0.852257,0.710514,0.685749,0.73299,0.770048,0.614052,0.54834,0.709563,0.508994,0.463408,0.461329,0.493647,0.543616,0.494831,0.461939,0.445434,0.449022,0.431455,0.417634,0.403105,0.389385,0,0,0,0,0,0,1
11313,'2024/02/26 17:13:37:953',9,0.718218,0.044988,0.792819,0.832264,0.847881,0.808805,0.852421,0.720421,0.694999,0.727756,0.776539,0.620845,0.552066,0.69489,0.51394,0.443403,0.455401,0.485315,0.522997,0.484043,0.465315,0.43003,0.445322,0.425981,0.410527,0.397173,0.382707,0,0,0,0,0,0,1
