@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute inputs-9 numeric
@attribute inputs-10 numeric
@attribute inputs-11 numeric
@attribute inputs-12 numeric
@attribute inputs-13 numeric
@attribute inputs-14 numeric
@attribute inputs-15 numeric
@attribute inputs-16 numeric
@attribute inputs-17 numeric
@attribute inputs-18 numeric
@attribute inputs-19 numeric
@attribute inputs-20 numeric
@attribute inputs-21 numeric
@attribute inputs-22 numeric
@attribute inputs-23 numeric
@attribute inputs-24 numeric
@attribute inputs-25 numeric
@attribute inputs-26 numeric
@attribute inputs-27 numeric
@attribute inputs-28 numeric
@attribute inputs-29 numeric
@attribute inputs-30 numeric
@attribute inputs-31 numeric
@attribute inputs-32 numeric
@attribute inputs-33 numeric
@attribute outputs-1 {0,1,2,3,4,5}

@data
10548,'2024/02/26 17:13:26:065',8,0.413882,0.110904,0.59141,0.509492,0.407006,0.306683,0.388339,0.404061,0.242523,0.313838,0.274663,0.271291,0.247245,0.275588,0.285677,0.260583,0.240708,0.291658,0.229882,0.223559,0.182397,0.158642,0.123234,0.125496,0.137786,0.133548,0.173335,0,0,0,0,0,0,1
10549,'2024/02/26 17:13:26:077',8,0.427154,0.107876,0.590456,0.542704,0.351076,0.32456,0.38243,0.378349,0.254979,0.267531,0.27024,0.281558,0.254389,0.255909,0.27369,0.252614,0.231356,0.297382,0.23716,0.209439,0.177019,0.155054,0.128787,0.116419,0.12886,0.131734,0.171695,0,0,0,0,0,0,1
10550,'2024/02/26 17:13:26:088',8,0.395349,0.096871,0.607088,0.535221,0.336549,0.341556,0.354249,0.376715,0.26974,0.282865,0.25648,0.257606,0.294143,0.258824,0.287683,0.261523,0.244806,0.298657,0.238142,0.224298,0.165899,0.149835,0.126081,0.120061,0.128799,0.136168,0.17335,0,0,0,0,0,0,1
10551,'2024/02/26 17:13:26:100',8,0.393395,0.134979,0.571836,0.51955,0.338131,0.301467,0.319609,0.318163,0.306026,0.293849,0.265015,0.240289,0.263299,0.242041,0.271539,0.225554,0.228071,0.294151,0.226199,0.209452,0.169488,0.134818,0.120931,0.106134,0.132656,0.132973,0.178236,0,0,0,0,0,0,1
10552,'2024/02/26 17:13:26:111',8,0.391474,0.140116,0.575948,0.464508,0.344159,0.31708,0.317425,0.288931,0.322546,0.291747,0.281673,0.263243,0.242763,0.252424,0.253933,0.229141,0.219195,0.280952,0.221833,0.185937,0.182004,0.13235,0.109192,0.108052,0.127921,0.126769,0.174434,0,0,0,0,0,0,1
10553,'2024/02/26 17:13:26:123',8,0.378704,0.138922,0.574343,0.425546,0.341884,0.30328,0.306213,0.264879,0.30813,0.307857,0.306032,0.261216,0.242558,0.258337,0.237202,0.233432,0.225992,0.26696,0.229023,0.185951,0.175942,0.138375,0.111461,0.108271,0.133255,0.127507,0.163837,0,0,0,0,0,0,1
10554,'2024/02/26 17:13:26:135',8,0.333049,0.137566,0.560777,0.45656,0.34394,0.302039,0.298125,0.295712,0.249156,0.286403,0.298475,0.240213,0.203258,0.239723,0.238895,0.207374,0.229282,0.263986,0.208237,0.186222,0.174268,0.142391,0.109675,0.108313,0.128366,0.122596,0.15662,0,0,0,0,0,0,1
10555,'2024/02/26 17:13:26:146',8,0.326884,0.2044,0.517244,0.41451,0.347633,0.284576,0.264265,0.28349,0.255373,0.273929,0.240456,0.28863,0.192694,0.246195,0.22879,0.195704,0.216794,0.255679,0.172992,0.177601,0.171642,0.129044,0.097189,0.101989,0.113315,0.11963,0.160299,0,0,0,0,0,0,1
10556,'2024/02/26 17:13:26:158',8,0.345287,0.202803,0.508132,0.40746,0.303898,0.271326,0.266849,0.261356,0.24835,0.269205,0.247924,0.258632,0.247893,0.23751,0.214311,0.211514,0.20047,0.235064,0.171636,0.180757,0.159805,0.13401,0.089547,0.092264,0.110798,0.113943,0.150807,0,0,0,0,0,0,1
10557,'2024/02/26 17:13:26:170',8,0.351263,0.167694,0.527665,0.401579,0.302808,0.281174,0.275424,0.308171,0.260619,0.2732,0.24919,0.21458,0.273484,0.207301,0.19621,0.202708,0.195619,0.221258,0.169807,0.187111,0.163574,0.14619,0.088316,0.087773,0.100131,0.109145,0.1433,0,0,0,0,0,0,1
10558,'2024/02/26 17:13:26:181',8,0.366208,0.165835,0.532359,0.433772,0.342736,0.308638,0.294579,0.314404,0.279259,0.26798,0.254814,0.239771,0.257603,0.222687,0.212365,0.220857,0.209751,0.230491,0.184271,0.178121,0.149068,0.138198,0.080779,0.086359,0.103664,0.111748,0.149793,0,0,0,0,0,0,1
10559,'2024/02/26 17:13:26:193',8,0.341179,0.154439,0.547196,0.458803,0.347702,0.356476,0.307899,0.303322,0.297669,0.244599,0.275623,0.229842,0.231076,0.248144,0.213841,0.236249,0.225244,0.217269,0.177698,0.165673,0.157732,0.128731,0.091044,0.099487,0.115501,0.117332,0.164647,0,0,0,0,0,0,1
10560,'2024/02/26 17:13:26:204',8,0.30501,0.184955,0.524291,0.416681,0.31495,0.27107,0.291495,0.267841,0.269238,0.247559,0.276818,0.221018,0.238229,0.236362,0.227963,0.221294,0.20529,0.200881,0.187933,0.185075,0.153567,0.127793,0.086047,0.098752,0.111071,0.111576,0.150689,0,0,0,0,0,0,1
10561,'2024/02/26 17:13:26:216',8,0.329827,0.229984,0.491746,0.401209,0.327542,0.276871,0.290732,0.266379,0.26814,0.239859,0.264475,0.224025,0.236915,0.232807,0.234463,0.21558,0.226447,0.208804,0.168158,0.183842,0.155614,0.130338,0.084977,0.096814,0.109641,0.109374,0.154667,0,0,0,0,0,0,1
10562,'2024/02/26 17:13:26:228',8,0.322645,0.198113,0.511835,0.383582,0.344382,0.30807,0.273689,0.222033,0.2609,0.255159,0.250041,0.243604,0.237488,0.212605,0.232548,0.208471,0.218381,0.200925,0.179279,0.185743,0.156226,0.109543,0.082796,0.08975,0.100815,0.106443,0.155822,0,0,0,0,0,0,1
10563,'2024/02/26 17:13:26:239',8,0.299348,0.219369,0.50505,0.347059,0.307907,0.278912,0.293199,0.212215,0.272364,0.268372,0.255824,0.254296,0.231974,0.219971,0.200259,0.207054,0.222909,0.163709,0.18822,0.178449,0.150727,0.102745,0.08954,0.08978,0.105754,0.113526,0.15515,0,0,0,0,0,0,1
10564,'2024/02/26 17:13:26:251',8,0.287433,0.230317,0.480058,0.364702,0.327137,0.278685,0.290155,0.261929,0.265771,0.269265,0.237464,0.260444,0.243256,0.229028,0.240654,0.20303,0.213241,0.175941,0.185261,0.175582,0.149064,0.11072,0.085126,0.080916,0.102591,0.111042,0.146245,0,0,0,0,0,0,1
10565,'2024/02/26 17:13:26:262',8,0.288004,0.219364,0.466449,0.381849,0.32117,0.289348,0.27923,0.258012,0.249623,0.249712,0.249475,0.259285,0.236059,0.228014,0.223385,0.199217,0.219479,0.18259,0.192451,0.16499,0.144232,0.094221,0.080709,0.075952,0.101374,0.100545,0.135631,0,0,0,0,0,0,1
10566,'2024/02/26 17:13:26:274',8,0.251699,0.211817,0.472141,0.359575,0.3066,0.269421,0.27134,0.282876,0.230999,0.210333,0.253983,0.236252,0.214514,0.209913,0.227854,0.208728,0.213068,0.187158,0.196064,0.15623,0.148577,0.096744,0.074087,0.074859,0.099827,0.094247,0.129519,0,0,0,0,0,0,1
10567,'2024/02/26 17:13:26:285',8,0.262194,0.280176,0.437154,0.341004,0.284265,0.260574,0.232651,0.248466,0.210532,0.214246,0.233868,0.202671,0.20847,0.182057,0.187633,0.202687,0.190196,0.176967,0.161799,0.13666,0.147569,0.095762,0.070704,0.07287,0.089447,0.098697,0.129852,0,0,0,0,0,0,1
10568,'2024/02/26 17:13:26:297',8,0.287583,0.254239,0.441074,0.365339,0.282262,0.258769,0.271753,0.285571,0.225735,0.206691,0.221387,0.192778,0.191845,0.200468,0.193536,0.20758,0.173883,0.175168,0.156408,0.123941,0.117316,0.088761,0.067057,0.071086,0.084097,0.095541,0.130658,0,0,0,0,0,0,1
10569,'2024/02/26 17:13:26:309',8,0.27899,0.211341,0.466759,0.393837,0.282385,0.233668,0.260913,0.262388,0.216459,0.256849,0.236357,0.195074,0.225271,0.203394,0.207327,0.216712,0.17648,0.170902,0.173456,0.145828,0.132911,0.084189,0.068346,0.067325,0.088224,0.096692,0.12609,0,0,0,0,0,0,1
10570,'2024/02/26 17:13:26:320',8,0.296776,0.248181,0.461765,0.388572,0.291928,0.238451,0.21342,0.23612,0.252654,0.227018,0.228704,0.22726,0.242418,0.206354,0.193244,0.21587,0.167596,0.176363,0.17717,0.147417,0.132149,0.11708,0.065225,0.070316,0.093659,0.09803,0.13576,0,0,0,0,0,0,1
10571,'2024/02/26 17:13:26:332',8,0.276797,0.212068,0.481043,0.382235,0.319893,0.263781,0.24746,0.22768,0.261953,0.238437,0.243849,0.238795,0.237676,0.209268,0.186665,0.211167,0.182625,0.190531,0.165126,0.162392,0.131438,0.121059,0.075348,0.079381,0.099027,0.101391,0.133841,0,0,0,0,0,0,1
10572,'2024/02/26 17:13:26:344',8,0.294133,0.2392,0.456194,0.380294,0.272366,0.226659,0.266701,0.249643,0.246453,0.218014,0.229121,0.209127,0.198564,0.197138,0.210705,0.195086,0.176725,0.170991,0.165341,0.152288,0.123174,0.093783,0.078003,0.061976,0.090643,0.096197,0.128355,0,0,0,0,0,0,1
10573,'2024/02/26 17:13:26:355',8,0.284152,0.227441,0.475577,0.3641,0.246724,0.173286,0.252231,0.242371,0.244975,0.224347,0.203713,0.209744,0.184216,0.216607,0.215619,0.213364,0.175269,0.189447,0.167426,0.148009,0.1411,0.089843,0.066155,0.080504,0.098957,0.0887,0.133219,0,0,0,0,0,0,1
10574,'2024/02/26 17:13:26:367',8,0.253867,0.249922,0.466285,0.312465,0.28219,0.222974,0.248765,0.227532,0.218338,0.243406,0.195,0.196616,0.181237,0.214585,0.195326,0.192984,0.170286,0.178908,0.161706,0.152301,0.128254,0.094908,0.060454,0.075796,0.087996,0.095594,0.133544,0,0,0,0,0,0,1
10575,'2024/02/26 17:13:26:379',8,0.243081,0.289661,0.434482,0.309373,0.278208,0.183724,0.234946,0.248047,0.230857,0.194947,0.193873,0.214624,0.177302,0.193133,0.203665,0.202961,0.184667,0.180241,0.157659,0.141529,0.122285,0.099366,0.067551,0.074574,0.086189,0.092754,0.131679,0,0,0,0,0,0,1
10576,'2024/02/26 17:13:26:390',8,0.21894,0.277283,0.422737,0.307427,0.285766,0.176532,0.251895,0.202555,0.198042,0.207489,0.212097,0.220186,0.181294,0.202422,0.194641,0.183764,0.170678,0.183527,0.147451,0.142447,0.136165,0.08292,0.0542,0.065789,0.084921,0.077781,0.122963,0,0,0,0,0,0,1
10577,'2024/02/26 17:13:26:402',8,0.247518,0.306125,0.399112,0.308965,0.286394,0.227698,0.214011,0.201535,0.18226,0.204502,0.219026,0.18908,0.169133,0.194625,0.196091,0.153949,0.171586,0.187108,0.140183,0.140063,0.124159,0.078266,0.062262,0.061525,0.07764,0.07624,0.119226,0,0,0,0,0,0,1
10578,'2024/02/26 17:13:26:413',8,0.254543,0.26328,0.42525,0.354917,0.260517,0.223805,0.151381,0.199911,0.159865,0.196139,0.202562,0.204366,0.206289,0.18544,0.171531,0.155454,0.167231,0.171894,0.131911,0.141094,0.105907,0.085267,0.061136,0.051104,0.079304,0.077496,0.11655,0,0,0,0,0,0,1
10579,'2024/02/26 17:13:26:425',8,0.270095,0.259517,0.438484,0.318058,0.2724,0.238926,0.177678,0.216377,0.214763,0.193046,0.204909,0.193395,0.218409,0.20159,0.175993,0.173529,0.179361,0.151256,0.135697,0.111552,0.128143,0.085056,0.065661,0.073518,0.08267,0.082201,0.113818,0,0,0,0,0,0,1
10580,'2024/02/26 17:13:26:436',8,0.251709,0.249225,0.458086,0.330253,0.28453,0.263065,0.22935,0.228483,0.215431,0.208534,0.225035,0.233683,0.216612,0.18756,0.19379,0.166578,0.172117,0.147108,0.159275,0.143108,0.132417,0.082487,0.078456,0.074375,0.089828,0.088224,0.128275,0,0,0,0,0,0,1
10581,'2024/02/26 17:13:26:448',8,0.178964,0.277492,0.440242,0.337555,0.261702,0.286384,0.252315,0.190894,0.194498,0.207637,0.208764,0.207476,0.190155,0.164078,0.192277,0.188977,0.172737,0.156643,0.158908,0.15846,0.130376,0.092085,0.090594,0.073578,0.079094,0.084293,0.129487,0,0,0,0,0,0,1
10582,'2024/02/26 17:13:26:459',8,0.194232,0.333617,0.339681,0.294608,0.259705,0.221401,0.224874,0.235893,0.217546,0.202768,0.188339,0.209659,0.190144,0.164309,0.189838,0.152203,0.165355,0.157254,0.147128,0.138869,0.13062,0.087415,0.061788,0.062168,0.076045,0.078832,0.114424,0,0,0,0,0,0,1
10583,'2024/02/26 17:13:26:472',8,0.189001,0.297998,0.346081,0.344488,0.249776,0.207015,0.196043,0.256728,0.212243,0.21623,0.182067,0.225794,0.186048,0.209307,0.195923,0.147146,0.170801,0.130394,0.145668,0.123459,0.09931,0.068522,0.050498,0.053964,0.073269,0.074253,0.108405,0,0,0,0,0,0,1
10584,'2024/02/26 17:13:26:483',8,0.231011,0.291557,0.359418,0.33446,0.254058,0.222118,0.228591,0.227594,0.21124,0.222107,0.191576,0.212661,0.17194,0.184408,0.189266,0.156229,0.140718,0.111613,0.137744,0.124247,0.09742,0.066827,0.042242,0.059422,0.061583,0.062937,0.0996,0,0,0,0,0,0,1
10585,'2024/02/26 17:13:26:494',8,0.225044,0.251703,0.416769,0.331976,0.254823,0.211977,0.241349,0.221196,0.2003,0.222755,0.186944,0.155419,0.17866,0.198112,0.195148,0.168554,0.172699,0.127681,0.15143,0.126302,0.109714,0.067099,0.056317,0.050468,0.069976,0.070301,0.100028,0,0,0,0,0,0,1
10586,'2024/02/26 17:13:26:506',8,0.203616,0.268608,0.403453,0.311961,0.222604,0.211975,0.245227,0.215974,0.229296,0.169375,0.181348,0.195886,0.209256,0.207146,0.203712,0.181505,0.188168,0.149584,0.158627,0.132315,0.108126,0.068561,0.048137,0.04423,0.071059,0.067834,0.105155,0,0,0,0,0,0,1
10587,'2024/02/26 17:13:26:518',8,0.202933,0.300698,0.377624,0.3105,0.247177,0.226339,0.218463,0.207489,0.217237,0.17977,0.201153,0.181665,0.158944,0.18432,0.193127,0.151902,0.16352,0.154639,0.136919,0.137947,0.107314,0.071565,0.050751,0.054586,0.065394,0.07291,0.106366,0,0,0,0,0,0,1
10588,'2024/02/26 17:13:26:529',8,0.188558,0.297893,0.38267,0.306242,0.244105,0.23237,0.184938,0.197871,0.213683,0.161239,0.188081,0.179119,0.143334,0.160807,0.165869,0.152319,0.158566,0.146615,0.14551,0.121678,0.1103,0.060044,0.058017,0.062192,0.064988,0.068251,0.097965,0,0,0,0,0,0,1
10589,'2024/02/26 17:13:26:541',8,0.199154,0.313809,0.360345,0.305629,0.214952,0.204572,0.235212,0.218066,0.223154,0.211418,0.176204,0.168142,0.127996,0.184002,0.154748,0.137863,0.146729,0.146316,0.130834,0.104932,0.083126,0.060497,0.057361,0.056514,0.061711,0.059157,0.101534,0,0,0,0,0,0,1
10590,'2024/02/26 17:13:26:552',8,0.172703,0.301357,0.373897,0.307714,0.170055,0.172492,0.210142,0.220815,0.20684,0.216231,0.192852,0.185787,0.167273,0.173631,0.160233,0.16239,0.149428,0.124897,0.123166,0.13703,0.075066,0.071693,0.048236,0.047985,0.063063,0.061318,0.100551,0,0,0,0,0,0,1
10591,'2024/02/26 17:13:26:564',8,0.18789,0.32238,0.34326,0.291861,0.254747,0.176359,0.169711,0.194105,0.18953,0.202657,0.198066,0.206352,0.173426,0.168494,0.118653,0.139874,0.130068,0.116676,0.121885,0.116903,0.095505,0.069622,0.042417,0.047596,0.055654,0.058118,0.091122,0,0,0,0,0,0,1
10592,'2024/02/26 17:13:26:576',8,0.18549,0.318678,0.370914,0.266463,0.237801,0.197379,0.195583,0.189618,0.176492,0.168256,0.16852,0.180357,0.181884,0.167777,0.141755,0.145328,0.136293,0.134504,0.128314,0.108781,0.093755,0.069231,0.052544,0.054968,0.053891,0.061876,0.098046,0,0,0,0,0,0,1
10593,'2024/02/26 17:13:26:588',8,0.22341,0.326459,0.361841,0.306741,0.229404,0.236062,0.208184,0.180752,0.197374,0.192713,0.152769,0.164292,0.172087,0.168057,0.154692,0.135022,0.146511,0.145111,0.142692,0.10344,0.107568,0.054918,0.037782,0.048222,0.059514,0.05852,0.10369,0,0,0,0,0,0,1
10594,'2024/02/26 17:13:26:599',8,0.207038,0.304621,0.402495,0.313825,0.228143,0.230209,0.232377,0.213717,0.181016,0.156841,0.19477,0.173708,0.168892,0.187193,0.186734,0.147696,0.150861,0.152986,0.129136,0.132692,0.110171,0.056734,0.050031,0.045451,0.068017,0.070787,0.11807,0,0,0,0,0,0,1
10595,'2024/02/26 17:13:26:611',8,0.161837,0.301935,0.394046,0.273389,0.257536,0.267629,0.227691,0.207128,0.212985,0.184713,0.17967,0.189209,0.176413,0.181365,0.150209,0.144438,0.14031,0.149844,0.144168,0.139531,0.108577,0.065968,0.065408,0.05133,0.064562,0.072414,0.105453,0,0,0,0,0,0,1
10596,'2024/02/26 17:13:26:622',8,0.148865,0.322823,0.346182,0.257405,0.230443,0.242877,0.177996,0.206267,0.20967,0.18139,0.133349,0.161549,0.179288,0.124372,0.133253,0.134132,0.126308,0.162685,0.144046,0.127163,0.101399,0.083294,0.069689,0.061131,0.05793,0.058848,0.090276,0,0,0,0,0,0,1
10597,'2024/02/26 17:13:26:634',8,0.140232,0.33496,0.304331,0.258455,0.262394,0.217008,0.176249,0.161035,0.119544,0.174309,0.186571,0.146825,0.181173,0.134744,0.12582,0.143911,0.152582,0.1432,0.113548,0.121836,0.110135,0.088156,0.05542,0.054129,0.054897,0.055783,0.089979,0,0,0,0,0,0,1
10598,'2024/02/26 17:13:26:645',8,0.13464,0.347716,0.314673,0.275655,0.214672,0.203937,0.156408,0.174804,0.128165,0.169891,0.175786,0.158758,0.173905,0.14,0.123144,0.158513,0.114513,0.116219,0.126114,0.103454,0.085997,0.080927,0.041185,0.040842,0.047877,0.052183,0.085557,0,0,0,0,0,0,1
10599,'2024/02/26 17:13:26:657',8,0.14518,0.350135,0.312939,0.27061,0.198426,0.18185,0.176026,0.16225,0.150877,0.14212,0.15107,0.136985,0.139963,0.124942,0.13732,0.151918,0.11019,0.12186,0.120657,0.096413,0.077287,0.076759,0.041321,0.036944,0.043312,0.053062,0.076781,0,0,0,0,0,0,1
10600,'2024/02/26 17:13:26:669',8,0.139957,0.332231,0.323814,0.284898,0.230708,0.156596,0.159483,0.15164,0.165758,0.157086,0.142702,0.147411,0.167495,0.132235,0.143268,0.13627,0.12629,0.125256,0.095336,0.096788,0.077338,0.070826,0.039512,0.033547,0.051035,0.047614,0.073015,0,0,0,0,0,0,1
10601,'2024/02/26 17:13:26:680',8,0.134295,0.346812,0.307404,0.257042,0.235363,0.206812,0.146039,0.158682,0.192804,0.158869,0.162771,0.141404,0.15744,0.118544,0.136521,0.13108,0.120233,0.113923,0.095851,0.08602,0.074908,0.057141,0.038748,0.044213,0.048725,0.047956,0.080647,0,0,0,0,0,0,1
10602,'2024/02/26 17:13:26:692',8,0.137235,0.367146,0.28212,0.272636,0.224157,0.206472,0.133861,0.119234,0.164396,0.147753,0.164062,0.156739,0.127462,0.098507,0.144128,0.115534,0.122607,0.118725,0.110232,0.08931,0.086454,0.050191,0.043992,0.036807,0.043228,0.053879,0.08504,0,0,0,0,0,0,1
10603,'2024/02/26 17:13:26:703',8,0.153572,0.339167,0.291787,0.276759,0.215869,0.184319,0.164114,0.156621,0.168151,0.176978,0.140229,0.132727,0.138381,0.139224,0.14587,0.1169,0.117253,0.116876,0.112321,0.090922,0.080138,0.069976,0.038972,0.031174,0.036009,0.043629,0.074052,0,0,0,0,0,0,1
10604,'2024/02/26 17:13:26:715',8,0.133239,0.316967,0.335514,0.248049,0.242567,0.188588,0.146194,0.175895,0.181442,0.14432,0.15221,0.120322,0.152083,0.153305,0.149298,0.141334,0.114437,0.113928,0.112118,0.092158,0.084407,0.068497,0.03926,0.03848,0.039736,0.039838,0.07091,0,0,0,0,0,0,1
10605,'2024/02/26 17:13:26:727',8,0.146075,0.331612,0.310755,0.265475,0.232078,0.210518,0.147372,0.182603,0.128871,0.157715,0.128062,0.075424,0.145017,0.138296,0.149412,0.13813,0.11893,0.129581,0.10366,0.095035,0.071014,0.057649,0.025677,0.039144,0.044809,0.04128,0.069231,0,0,0,0,0,0,1
10606,'2024/02/26 17:13:26:738',8,0.16335,0.329995,0.304872,0.281679,0.210127,0.189987,0.209784,0.165759,0.143507,0.108275,0.139647,0.111304,0.107319,0.14127,0.149387,0.144838,0.121606,0.142665,0.12879,0.102657,0.080289,0.053546,0.038079,0.043682,0.051157,0.044463,0.07816,0,0,0,0,0,0,1
10607,'2024/02/26 17:13:26:750',8,0.166157,0.339364,0.317685,0.305125,0.23701,0.204772,0.198534,0.1604,0.221747,0.126803,0.164145,0.155411,0.17765,0.176761,0.145565,0.157141,0.128422,0.124403,0.121832,0.112205,0.100476,0.070201,0.051093,0.047238,0.059611,0.062744,0.095787,0,0,0,0,0,0,1
10608,'2024/02/26 17:13:26:761',8,0.145781,0.326819,0.320191,0.311515,0.226242,0.226711,0.207288,0.161728,0.204012,0.161611,0.163489,0.151541,0.195272,0.186206,0.155736,0.16419,0.156586,0.143074,0.113333,0.111134,0.115159,0.072613,0.053831,0.058235,0.066435,0.068323,0.09757,0,0,0,0,0,0,1
10609,'2024/02/26 17:13:26:773',8,0.296524,0.3375,0.27883,0.277023,0.27249,0.191605,0.170448,0.215308,0.22701,0.177292,0.175346,0.139124,0.167003,0.160382,0.156587,0.163835,0.131086,0.143765,0.111937,0.119312,0.098694,0.074624,0.051685,0.05041,0.059843,0.059728,0.088942,0,0,0,0,0,0,1
10610,'2024/02/26 17:13:26:785',8,0.556537,0.133744,0.436816,0.400227,0.384287,0.428418,0.416381,0.392138,0.375502,0.308998,0.306492,0.258847,0.258111,0.243914,0.220259,0.216433,0.186593,0.198926,0.172267,0.17092,0.14437,0.122051,0.114235,0.108085,0.10085,0.094147,0.112843,0,0,0,0,0,0,1
10611,'2024/02/26 17:13:26:796',8,0.673934,0.05215,0.637939,0.610964,0.651968,0.720843,0.633543,0.625473,0.667361,0.558959,0.545242,0.585798,0.535543,0.540917,0.485875,0.428658,0.416809,0.373691,0.348156,0.363166,0.356875,0.299159,0.295906,0.283212,0.251642,0.239999,0.226159,0.516375,0.529378,0,0,0,0,1
10612,'2024/02/26 17:13:26:808',8,0.704735,0.050604,0.748774,0.713804,0.752448,0.823986,0.799084,0.782538,0.787168,0.67246,0.685268,0.682639,0.635876,0.647328,0.576439,0.532691,0.533728,0.468448,0.473894,0.485163,0.474582,0.402285,0.412703,0.412337,0.363501,0.363173,0.344531,0.567505,0.626113,0,0,0,0,1
10613,'2024/02/26 17:13:26:820',8,0.716387,0.047534,0.785048,0.757787,0.786355,0.829729,0.850129,0.838066,0.784301,0.65444,0.718905,0.625005,0.607539,0.673363,0.541498,0.505775,0.526553,0.478322,0.516483,0.520307,0.46679,0.412487,0.441944,0.440061,0.396754,0.391955,0.372012,0.469021,0.644686,0,0,0,0,1
10614,'2024/02/26 17:13:26:831',8,0.733408,0.044936,0.787028,0.760268,0.792886,0.864456,0.859834,0.837102,0.757282,0.629107,0.724848,0.525889,0.569278,0.664446,0.478056,0.411732,0.469293,0.454401,0.527726,0.516388,0.430026,0.41062,0.453572,0.437418,0.409932,0.39424,0.373724,0,0,0.412991,0.689845,0,0,1
10615,'2024/02/26 17:13:26:843',8,0.729956,0.04313,0.782811,0.750514,0.823553,0.89646,0.863142,0.838403,0.741612,0.664617,0.730771,0.558671,0.553934,0.635899,0.483237,0.407319,0.459146,0.4557,0.539442,0.526823,0.43465,0.396732,0.461126,0.451975,0.414626,0.405457,0.386098,0.416708,0.773223,0,0,0,0,1
10616,'2024/02/26 17:13:26:854',8,0.714573,0.042564,0.780432,0.755711,0.803204,0.890018,0.865556,0.841325,0.745553,0.67854,0.739144,0.537057,0.552633,0.59159,0.493903,0.417084,0.433524,0.459946,0.537028,0.526665,0.44712,0.373513,0.456915,0.455538,0.407001,0.405817,0.386648,0.415431,0.742634,0,0,0,0,1
10617,'2024/02/26 17:13:26:866',8,0.710769,0.044292,0.78164,0.75008,0.798809,0.838545,0.867456,0.847051,0.742149,0.676631,0.738352,0.49154,0.531857,0.560359,0.468536,0.406535,0.438256,0.460099,0.529162,0.517949,0.442562,0.371958,0.451602,0.445919,0.403336,0.398208,0.378143,0,0,0.360382,0.703491,0,0,1
10618,'2024/02/26 17:13:26:878',8,0.712036,0.045648,0.78806,0.748184,0.792768,0.801822,0.870696,0.844835,0.708933,0.668887,0.738313,0.527532,0.548968,0.56944,0.494997,0.404122,0.419106,0.45388,0.522715,0.514767,0.434525,0.376007,0.451616,0.441689,0.404553,0.395585,0.375298,0,0,0,0,0,0,1
10619,'2024/02/26 17:13:26:889',8,0.711888,0.044253,0.791337,0.760016,0.778299,0.821781,0.86986,0.843911,0.747466,0.642321,0.739238,0.557856,0.514872,0.565499,0.483709,0.415116,0.382673,0.454629,0.521427,0.516124,0.445783,0.368892,0.449233,0.445528,0.40036,0.396843,0.376887,0,0,0,0,0,0,1
10620,'2024/02/26 17:13:26:901',8,0.706633,0.043239,0.796792,0.779338,0.785082,0.80698,0.869979,0.84635,0.683818,0.615051,0.737909,0.498414,0.485039,0.578466,0.429658,0.412356,0.35361,0.443535,0.521587,0.516466,0.434965,0.371684,0.449482,0.444031,0.401558,0.396144,0.375889,0.416561,0.736079,0,0,0,0,1
10621,'2024/02/26 17:13:26:913',8,0.691287,0.044378,0.794946,0.795954,0.759193,0.768067,0.862594,0.847147,0.656557,0.604492,0.740003,0.584815,0.447254,0.576796,0.401812,0.401755,0.347845,0.451785,0.518212,0.510301,0.432088,0.372355,0.446541,0.438352,0.399508,0.391512,0.37133,0,0,0,0,0,0,1
10622,'2024/02/26 17:13:26:924',8,0.659897,0.047154,0.770604,0.776978,0.742439,0.688392,0.842095,0.841551,0.615973,0.593014,0.717729,0.611924,0.429011,0.559259,0.400414,0.375875,0.344076,0.429415,0.504586,0.497596,0.411111,0.353384,0.432211,0.425203,0.384171,0.377827,0.358177,0,0,0,0,0,0,1
10623,'2024/02/26 17:13:26:936',8,0.609663,0.047125,0.718628,0.758108,0.712008,0.644881,0.808621,0.81204,0.612513,0.576451,0.66406,0.609014,0.471908,0.531499,0.376162,0.337153,0.321964,0.387048,0.473144,0.466552,0.367289,0.319097,0.399621,0.393431,0.351101,0.345675,0.327053,0,0,0,0,0,0,1
10624,'2024/02/26 17:13:26:947',8,0.544411,0.04629,0.70156,0.729593,0.664521,0.591573,0.751203,0.75619,0.588954,0.578682,0.65076,0.585705,0.443745,0.497332,0.36386,0.323944,0.309857,0.371494,0.416935,0.411564,0.350464,0.26634,0.346861,0.342913,0.298183,0.29539,0.27851,0.569114,0.569993,0,0,0,0,1
10625,'2024/02/26 17:13:26:959',8,0.529835,0.05222,0.670015,0.654738,0.589916,0.509416,0.69584,0.665619,0.54075,0.504499,0.617906,0.543225,0.380308,0.457984,0.350748,0.318843,0.276514,0.344936,0.348243,0.346568,0.311691,0.223897,0.28649,0.27818,0.239735,0.236119,0.228973,0,0,0,0,0,0,1
